Item Name,cat
"LIGHT,DOME",0
"LIGHT,EXAMINATION,FIELD",0
"LIGHT,EXTENSION",0
"LIGHT,FINGER GREEN ",0
"LIGHT,FLOOD        ",0
"LIGHT,FLOOR",0
"LIGHT,HALOGEN,BULB ",0
"LIGHT,HEAD,FIBER OPTIC",0
"LIGHT,HEAD,UTILITY",0
"LIGHT,INFRARED TRANSMITTER",0
"LIGHT,INSTRUMENT",0
"LIGHT,LANDING,AIRCRAFT",0
"LIGHT,LASER MOUNT  ",0
"LIGHT,MAP          ",0
"LIGHT,MARKER,CLEARANCE",0
"LIGHT,MARKER,DISTRESS",0
"LIGHT,MARKER,FIELD,PORTABLE",0
"LIGHT,MARKER,GROUND OBSTRUCTION",0
"LIGHT,MTD HELMET EP",0
"LIGHT,NAVIGATIONAL,AIRCRAFT",0
"LIGHT,NAVIGATIONAL,MARINE",0
"LIGHT,PANEL",0
"LIGHT,PARKING",0
"LIGHT,POST,NIGHT VI",0
"LIGHT,SIGNAL",0
"LIGHT,SURGICAL,FIELD",0
"LIGHT,SURGICAL,FLOOR,FIELD",0
"LIGHT,TACTICAL     ",2
"LIGHT,TEST",0
"LIGHT,THUNDERSTORM ",0
"LIGHT,ULTRAVIOLET,SPECIMEN EXAMINING",0
"LIGHT,UTILITY,NIGHT",0
"LIGHT,UTILITY,NIGHT VISION",2
"LIGHT,UTILITY,VEHICULAR",0
"LIGHT,WARNING",0
"LIGHT,WORK SITE    ",0
"LIGHTBAR ASSEMBLY,FLASHING,MRAP LIGHT KIT",0
"LIGHTING ASSEMBLY,TENT",0
"LIGHTING KIT,MOTION DETECTOR",0
"LIGHTING KIT,VEHICULAR",0
"LIGHTSTICK,EMERGENCY EVACUATION SYSTEM",0
LIGHTWEIGHT INFLATABLE DECONTAMINATION CONTAINER,0
"LIGHTWEIGHT INFLATABLE DECONTAMINATION SYSTEM,SUPREME",0
LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME) GREEN,0
LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME)TAN,0
"LINE,MULTI-LOOP    ",0
"LINE,NYLON MOORING ",0
"LINER,BEARING HOUSING",0
"LINER,BEARING SUPPORT",0
"LINER,COLD WEATHER COAT",0
"LINER,COLD WEATHER TROUSERS",0
"LINER,COMBUSTION CHAMBER",0
"LINER,COMBUSTION CHAMBER,AIRCRAFT GAS TURBINE ENGINE",0
"LINER,DOOR,CARGO   ",0
"LINER,EXTREME COLD WEATHER PARKA",0
"LINER,FIELD PACK",0
"LINER,FLYERS JACKET",0
"LINER,PARKA        ",0
"LINER,ROOF,VEHICULAR,FRONT",0
"LINER,SNOW CAMOUFLAGE TROUSERS",2
"LINER,WET WEATHER PONCHO",0
LINERXGEAR BOX     ,0
"LINING,HELMET,SHOCK ABSORBING",0
"LINK ASSEMBLY,SINGL",0
"LINK ASSY,ANTIDRIVE,MAIN ROTOR",0
"LINK ASSY,COLLECTIV",0
"LINK,CHAIN,CONNECTING",0
"LINK,PARACHUTE,CONNECTOR",0
"LIPSTICK,ANTICHAP",0
"LIQUID AND GAS FLOW, LIQUID LEVEL",0
"LITTER CARRIER,BREAK-AWAY",0
"LITTER TAGLINE,MMS KIT,HELICOPTER",0
"LITTER,DECONTAMINATION,MASS CASUALTY",0
"LITTER,EVACUATION  ",0
"LITTER,FOLDING,RIGID POLE",0
"LITTER,JUNGLE,ULTRA LIGHT",0
"LITTER,NONRIGID,POLELESS",0
"LITTER,RIGID,STOKES",0
"LITTER,SEMIRIGID,POLELESS",0
"LITTER-SPLINT,EXTRICATION",0
LMTS BASIC RIFLE-PISTOL MARKSMANSHIP SYSTEM (BRPMS),2
LMTS LARGE SUITE   ,0
LMTS SMALL SUITE   ,0
"LOAD BANK,ELECTRICAL",0
LOAD BLANK         ,0
"LOAD-CARRYING EQUIPMENT SET,MOLLE,RIFLEMAN",2
"LOADER,MAGAZINE    ",2
"LOADER,SCOOP TYPE",0
"LOADER,SCOOP TYPE,FULL TRACKED",0
"LOADER,SKID STEER  ",0
"LOCATOR,FERROUS    ",0
LOCK               ,0
"LOCK ASSEMBLY,QUICK DISCONNECT",0
LOCK REMOVAL DEVICE,0
"LOCK SET,COMBINATION",0
"LOCK SET,FIFTH WHEEL",0
"LOCK SET,MORTISE",0
"LOCK SET,VEHICULAR DOOR",0
"LOCK, COMMERCIAL",0
"LOCK,BARREL        ",0
"LOCK,DOOR,VEHICULAR",0
"LOCK,DOUBLE LADDER ",0
"LOCK,ELECTROMAGNETIC",0
"LOCK,GUN SAFETY",2
"LOCK,OFFICE MACHINE",0
"LOCK,TRAVEL,SMALL ARMS",2
"LOCKER, STORAGE",0
"LOCKER,BOX,PERSONAL EQUIPMENT",0
"LOCKER,CLOTHING",0
"LOCKER,MEDICAL",0
"LOCKWASHER,TRANSMISSION",0
LONG RANGE ACOUSTIC DEVICE,0
"LOOP,EAR",0
"LOOP,LANYARD       ",0
LOUDSPEAKER ASSEMBLY,0
"LOUDSPEAKER,ELECTROMAGNETIC",0
"LOUDSPEAKER,PERMANENT MAGNET",0
"LOUDSPEAKER,TAC,MPK",0
LOUDSPEAKER-AMPLIFIER,0
LOUDSPEAKER-CONTROL UNIT,0
LOUDSPEAKER-MICROPHONE,0
LOUVER REAR CAB    ,0
LOVESEAT,0
LOW COST CONTAINER ,0
"LOWER ARM,LEFT,BALL",0
"LOWER ARM,RIGHT,BAL",0
LOWER BACK MACHINE,0
"LOWERING DEVICE,PERSONNEL",0
"LOWERING DEVICE,PERSONNEL PARACHUTE,BACK",0
LUBRICATING ACCESSORY KIT,0
"LUBRICATING GUN,HAND",2
"LUBRICATING OIL,ENGINE",0
"LUBRICATING OIL,GEAR",0
"LUBRICATING OIL,SEMIFLUID",0
LUGGAGE,0
LUMBER AND RELATED BASIC WOOD MATERIALS,0
"LUMBER,NON-WOOD,DIMENSIONAL",0
"LUMBER,NON-WOOD,TIMBER",0
"LUNETTE,TOWING,PLAT",0
M110 (MILES) IWS SNIPER SET,1
M1114 ADAPTER KIT  ,0
M59A FIELD RANGE WITH OUTFIT,0
M84 CHARGING HANDLE,0
"MAC KIT,FULL ARMOR 4 DOOR",2
"MACHETE,RIGID HANDLE",0
"MACHINE SHOP SETS, KITS, AND OUTFITS",0
MACHINE TOOL ACCESSORIES,0
"MACHINE TOOLS, PORTABLE",0
MACHINING CENTERS AND WAY-TYPE MACHINES,0
MAGAZINE LOADER    ,2
"MAGAZINE POUCH,RIFLE/SMG (M16  MP5)/PISTOL (9MM  .45CAL)",2
"MAGAZINE,CARTRIDGE",2
"MAGAZINE,CARTRIDGE ",2
"MAGAZINE,RELEASE   ",2
"MAGNETIC SEAL,AIRCR",0
MAGNIFIER,0
MAGNIFIER LENS ASSE,0
MAGNIFIER LENS ASSEMBLY,0
"MAGNIFIER,DENTAL LABORATORY",0
"MAGNIFIER,TAPERED FIBER OPTIC,VIEWER ELEM 10",0
"MAGNIFIER,WEAPON SIGHT",2
MAILING AND SHIPPING ENVELOPES,0
"MAINT SYS,ARMOR VEH",2
MAINT REPAIR EQUIP,0
MAINT/REPAIR EQP,0
"MAINTENANCE FIXTURE,WEAPON",2
"MAINTENANCE KIT,CBR EQUIPMENT",0
"MAINTENANCE KIT,ELECTRICAL CONNECTOR",0
"MAINTENANCE KIT,ELECTRONIC EQUIPMENT",0
"MAINTENANCE KIT,GUN",2
"MAINTENANCE KIT,VEHICULAR",0
MAINTENANCE PLATFORM,0
"MAINTENANCE PLATFORM,AIRCRAFT",0
"MAINTENANCE SET,ELE",0
"MAK KIT,PERIMETER WITH UNDER CARRIAGE ARMOR",2
"MALLET,RAWHIDE",0
"MALLET,RUBBER",0
"MALLET,WOOD",0
"MANAGEMENT SYSTEM,BIOMETRIC AND IDENTITY",0
"MANIFOLD,CHARGING AND TESTING,REFRIGERANT",0
"MANIKIN HEAD AND TORSO,CARDIOPULMONARY RESUSCITATION TRAINING",0
"MANIKIN,CARDIOPULMONARY RESUSCITATION,ADULT,FULL BODY",0
"MANIKIN,RESUSCITATI",0
"MANIKIN,RESUSCITATION TRAINING",0
"MANIKIN,TRAUMA AND RESUSCITATION TRAINING",0
"MANNEQUIN,RESCUE,ADULT",0
"MANNIKIN,CPR,FULL BODY",0
"MANOMETER,VERTICAL TUBE",0
MANUAL PRESSES,0
"MAP DISPLAY UNIT,NA",0
MAPBOARD ASSEMBLY  ,0
MARINE HARDWARE AND HULL ITEMS,0
Marine Lifesaving and Diving Equipment,0
MARK 4 SIGHT       ,0
"MARKER ASSORTMENT,TUBE TYPE",0
"MARKER SET,IDENTIFICATION",0
"MARKER,IDENTIFICATION",0
"MARKER,LASER",0
"MARKER,PERSONNEL,LIFE PRESERVER",0
"MARKER,SELF-LUMINOUS",0
"MARKER,TRAFFIC",0
"MARKER,TRAFFIC LINE",0
"MARKER,TUBE TYPE",0
MARKSMANSHIP TRAINER,0
MASK AND REBREATHING BAG,0
"MASK ASSEMBLY,FACE ",0
"MASK ASSEMBLY,WITH SPEECH DIAPHRAGM",0
"MASK BAYONET COVER,",1
MASK FILTERS,0
"MASK,AIR FILTERING",0
"MASK,CHEMICAL-BIOLO",0
"MASK,CHEMICAL-BIOLOGICAL",0
"MASK,DIVERS",0
"MASK,EXTREME COLD WEATHER",0
"MASK,FACE,NIGHT VISION",2
"MASK,GAS",0
"MASK,ORONASAL",0
"MASK,OXYGEN",0
"MASK,RESPIRATOR",0
"MASK,SAFETY,ALL TEMPERATURES",0
"MASK,SURGICAL",0
"MASK,TRACHEOSTOMY",0
"MASK-SHIELD,SURGICAL",0
MASS MEMORY SYSTEM ,0
MAST,0
MAST AND ANTENNA   ,0
"MAST ASSEMBLY,MAIN ",0
"MAST ASSY,MAIN ROTO",0
"MAST ASSY,TRANSMISS",0
MAST SECTION,0
"MAST,ANTENNA       ",0
"MAST,QUICK ERECT,EX",0
"MAST,ROTOR,HELICOPTER",0
"MAT,FLOOR",0
"MAT,GYMNASIUM",0
"MAT,LANDING ZONE   ",0
"MAT,SLEEPING",0
"MAT,SLEEPING       ",0
"MAT,SLEEPING,SELF-INFLATING",0
"MATERIAL HANDLING EQUIP, NONSELF-PROPEL",0
MATL HNDLG EQUIP,0
"MATTING,FLOOR",0
MATTOCK,0
"MATTOCK ATTACHMENT,COMBINATION TOOL",0
MATTRESS,0
"MATTRESS,BED",0
"MATTRESS,PNEUMATIC",0
MBITR POUCH        ,0
MBU BURNER WELL,0
"MEAL,INDIVIDUAL",0
"MEASURE,LIQUID",0
"MEASURING SET,SPOON",0
"MEASURING TOOLS, CRAFTMEN'S",0
"MECHANICAL PRESSES, POWER DRIVEN",0
MEDIC BAG          ,0
MEDIC SET          ,0
MEDICAL AND SURGICAL INSTRUMENTS,0
MEDICAL AND SURGICAL INSTRUMENTS AND EQUIPM,0
MEDICAL AND SURGICAL LIGHTS,0
MEDICAL ELECTRICAL EQUIPMENT,0
MEDICAL EQUIPMENT SET COMBAT LIFESAVER,2
MEDICAL EQUIPMENT SET TACTICAL COMBAT MEDICAL CARE-2008,2
"MEDICAL EQUIPMENT SET(MES),CHEMICAL AGENT PATIENT TREATMENT 2006",0
"MEDICAL EQUIPMENT SET,AIR AMBULANCE-2006",0
"MEDICAL EQUIPMENT SET,COMBAT MEDIC-2009",2
"MEDICAL EQUIPMENT SET,GROUND AMBULANCE",0
"MEDICAL EQUIPMENT SET,GROUND AMBULANCE-2008",0
"MEDICAL EQUIPMENT SET,SICK CALL FIELD",0
"MEDICAL EQUIPMENT SET,SO TAC",0
"MEDICAL EQUIPMENT SET,SURGICAL INSTRUMENT  SUPPLY SET",0
"MEDICAL EQUIPMENT SET,TRAUMA FIELD",0
"MEDICAL EQUIPMENT SET,TRAUMA,FIELD",0
"MEDICAL EQUIPMENT ST(MES),CHEMICAL AGENT PATIENT DECONTAMINATION 2006",0
MEDICAL EXTERNAL MODULAR POCKET,0
MEDICAL LITTER AND STRETCHERS,0
MEDICAL MONITOR,0
MEDICAL OXIMETER,0
MEDICAL SCOPE,0
MEDICAL SIMULATION EQUIPMENT,0
MEDICAL SUCTION EQUIPMENT,0
MEDICAL SUPPLIES,0
MEDICINE BALL,0
MEDIUM HEAVY EQUIPMENT TRANSPORTER,0
"MEGAPHONE,HAND",0
"MEMORY CARD,PERSONAL COMPUTER",0
"MEMORY UNIT,DATA STORAGE",0
"MEMORY,PORTABLE,SOLID STATE",0
MES COMBAT LIFESAVER VERSION 2005,2
MES COMBAT MEDIC-2012,2
MES EPIDEMIOLOGY SERVICE FLD-2004,0
MES GROUND AMBULANCE,0
MES SO CIVIL AFFAIRS TREATMENT AND ASSESSMENTS,0
MES SPECIAL OPERATIONS FORCES TACTICAL-2005,2
MES TACTICAL COMBAT MEDICAL CARE-2012,2
"MES,COMBAT LIFESAVER-1999",2
METAL DETECTOR     ,0
METAL FINISHING EQUIPMENT,0
METAL SCREENING,0
METALWORKING MACHIN,0
METASCOPE          ,0
METEOROLOGICAL INSTRUMENTS AND APPARATUS,0
METEOROLOGICAL MEASURING SET,0
METEOROLOGICAL STATION GROUP,0
"METEOROLOGICAL STATION,AUTOMATIC",0
"METER,DENSITY,DIGITAL",0
"METER,FIELD STRENGTH",0
"METER,MULTI GAS    ",0
"METER,POWER,RADIO FREQUENCY",0
"METER,ROENTGEN RATE",0
"METER,SPECIAL SCALE",0
"METER-RECORDER,TIME-SPEED-DISTANCE",0
MHE TRACTOR,0
MICRO COOLING UNIT ,0
"MICROCIRCUIT,DIGITAL",0
"MICROMETER,ELECTRONIC,MUTUAL INDUCTANCE",0
MICROPHONE,0
"MICROPHONE,CAPACITOR",0
"MICROPHONE,DYNAMIC",0
MICROSCOPE,0
MICROSCOPE SYSTEM  ,0
"MICROSCOPE,DIGITAL ",0
"MICROSCOPE,OPTICAL",0
MICROWAVE,0
MILES IWS DRY FIRE TRIGGER ASSEMBLY,0
"MILLING MACHINE,HORIZONTAL,UNIVERSAL",0
"MILLING MACHINE,VERTICAL",0
MILLWORK,0
MINE RESISTANT VEHICLE,3
"MINE,ANTIPERSONNEL,PRACTICE",0
MINEFIELD MARKING SET,0
MINI AND MICRO COMPUTER CONTROL DEVICES,0
MINI-CRIMESCOPE    ,0
"MINING, ROCK DRILLING, EARTH BORING",0
MIRROR             ,0
"MIRROR ASSEMBLY,REARVIEW",0
"MIRROR HEAD,VEHICULAR",0
"MIRROR SET,MOUTH EXAMINING",0
"MIRROR,EMERGENCY SIGNALING",0
"MIRROR,INSPECTION",0
"MIRROR,TACTICAL    ",2
MISC ELECTRIC POWER AND DISTRIBUTION,0
"MISC ELECTRICAL POWER, SISTR EQUIPMENT",0
"MISC ENGINE ACCESSORIES, NON-AIRCRAFT",0
MISC FABRICATED NONMETALLIC MATERIALS,0
MISC MAINTENANCE AND REPAIR SHOP,0
MISC MATERIALS HANDLING EQUIPMENT,0
"MISC VEHICULAR COMPONENTS, DEMIL B",0
"MISC VEHICULAR COMPONENTS, DEMIL D",0
MISC WEAPON ACCESSORIES DEMIL A,2
"MISCELLANEOUS ALARM, SECURITY DETECTION",0
MISCELLANEOUS BATTERY RETAINING FIXTURES,0
MISCELLANEOUS COMMUNICATION EQUIPMENT,0
MISCELLANEOUS CONSTRUCTION EQUIPMENT,0
MISCELLANEOUS CONSTRUCTION MATERIALS,0
MISCELLANEOUS FURNITURE AND FIXTURES,0
MISCELLANEOUS HOUSEHOLD FURNISHINGS,0
MISCELLANEOUS MACHINE TOOLS,0
MISCELLANEOUS OFFICE MACHINES,0
MISCELLANEOUS PREFABRICATED STRUCTURES,0
MISCELLANEOUS SERVICE AND TRADE EQUIPMEN,0
MISCELLANEOUS SHIP AND MARINE EQUIPMENT,0
MISCELLANEOUS SPECIAL INDUSTRY MACHINERY,0
"MISCELLANEOUS SUPPLY ITEMS, UNUSED",0
MISCELLANEOUS VEHICULAR COMPONENTS,0
MISCELLANEOUS VESSELS,0
"MISCELLANEOUS WELD, SOLDER, BRAZING",0
MISCELLANEOUS WELDING EQUIPMENT,0
"MITTEN INSERTS,COLD WEATHER",0
"MITTEN SET,EXTREME COLD WEATHER",0
"MITTEN SET,FLYER'S",0
"MITTEN SET,FLYERS ANTIEXPOSURE",0
"MITTEN SHELLS,COLD WEATHER",0
"MITTEN SHELLS,EXTREME COLD WEATHER",0
"MITTEN,HEAT PROTECTIVE",0
"MITTEN,WELDERS",0
"MITTENS,ANTI-EXPOSU",0
"MITTENS,TRIGGER,FINGER",0
"MIXER STAGE,FREQUENCY",0
"MIXER,CONCRETE,TRUCK MOUNTED",0
"MIXING MACHINE,FOOD,ELECTRIC",0
"MIXING VALVE,REMOTE",0
MK3MOD0            ,0
MOBILE HOME,0
MOBILE RADIO       ,0
"MOBILITY CASTER SET,ISU",0
"MOD,ASSAULT,PACK,GN",2
"MOD,ASSAULT,PACK,KH",2
MODEM,0
"MODEM,COMMUNICATIONS",0
MODERN BURNER UNIT V3,0
"MODIFICATION KIT,AIRFRAME",0
"MODIFICATION KIT,FIRE FIGHTING EQUIPMENT",0
"MODIFICATION KIT,GUN,WEAPON",2
"MODIFICATION KIT,NIGHT VISION EQUIPMENT",2
"MODIFICATION KIT,VEHICULAR EQUIPMENT COMPONENTS",0
MODULAR LEG RIG    ,0
MODULAR MEDICAL POUCH,0
MODULAR SLEEP SYSTE,0
MODULAR SLEEP SYSTEM,0
MODULAR SLEEPING BAG SYSTEM,0
MODULAR SLEEPING SYSTEM,0
"MODULAR TRAILER,MOBILE UNIT",0
MODULAR WORKSHOP CONTAINER,0
"MODULE,BACKPACK,MEDICAL",0
"MODULE,MINOR       ",0
"MODULE,TRAUMA      ",0
"MODULE,WATER PUMP  ",0
MOLDED CASE        ,0
MOLDED WAIST BELT  ,0
MOMS RAIL AD       ,0
"MONITOR ASSY,FUEL  ",0
"MONITOR SET,TELEVISION",0
"MONITOR, COMPUTER",0
"MONITOR, TELEVISION",0
"MONITOR,CHEMICAL AGENT",0
"MONITOR,COLOR TV   ",0
"MONITOR,HEART RATE",0
"MONITOR,HEAT STRESS",0
"MONITOR,MULTI-GAS  ",0
"MONITOR,PATIENT VITAL SIGNS",0
"MONITOR,SPOT VITAL SIGNS,HANDHELD",0
"MONITOR,TELEVISION",0
"MONITOR,VITAL SIGNS",0
"MONOCULAR ASSY,LH  ",0
"MOP,SPONGE",0
"MOP,WET",0
"MOPHEAD,DUSTING",0
"MOPHEAD,WET",0
"MOPPING OUTFIT,FLOOR",0
MOTION DETECTOR,0
MOTOR 440 VAC 30HP ,0
MOTOR VEH/TRLR/CYCL,0
MOTOR VEHICLE MAINTENANCE AND REPAIR,0
"MOTOR,ALTERNATING CURRENT",0
"MOTOR,DIRECT CURRENT",0
"MOTOR,ENGINE STARTER,ELECTRICAL",0
"MOTOR,WINDSHIELD WIPER,ELECTRIC",0
"MOTOR,WIPER,WINDSHI",0
MOTORBOAT,0
MOTORCYCLE,0
"MOTORCYCLES, MOTOR SCOOTERS, AND BICYCLE",0
MOTOR-GENERATOR,0
"MOULAGE KIT,BLEEDING SIMULATION",0
"MOULAGE SET,WAR WOUNDS",0
"MOULAGE,WAR WOUND",0
MOUNT ASSEMBLY     ,0
MOUNT ASSEMBLY M145,0
"MOUNT ASSEMBLY,OBJE",0
"MOUNT ASSY,PYLON   ",0
"MOUNT LENS,NIGHT VI",0
"MOUNT,CAMERA,PAN AND TILT",0
"MOUNT,DIVE MASK    ",0
"MOUNT,DOVETAIL",0
"MOUNT,FLASHLIGHT,WEAPON",2
"MOUNT,GUN",2
"MOUNT,HELMET       ",0
"MOUNT,HELMUT ASSEMBLY",0
"MOUNT,M24,SCOPE    ",0
"MOUNT,MACHINE GUN",2
"MOUNT,NVG,1 HOLE   ",0
"MOUNT,PROJECTOR    ",0
"MOUNT,QUICK RELEASE",0
"MOUNT,QUICK RELEASE ASSEMBLY",0
"MOUNT,RESILIENT,WEAPON SYSTEM",2
"MOUNT,RIFLE",2
"MOUNT,SIGHT",0
"MOUNT,SIGHT,SMALL ARMS",2
"MOUNT,TELESCOPE",0
"MOUNT,TRIPOD,BASE FOOT",0
"MOUNT,TRIPOD,MACHINE GUN",2
"MOUNT,VIEWER",0
"MOUNTAIN MODULE,MARINE ASSAULT CLIMBERS",0
"MOUNTER AND DEMOUNTER,PNEUMATIC TIRE",0
"MOUNTING ASSY,HELMET",0
"MOUNTING KIT,HOLSTER",0
MOUNTING KNOB ASSEMBLY,0
"MOUNTING LOCKING MECHANISM,GOGGLES,NIGHT VISION",2
MOUSE,0
"MOUSE,DATA ENTRY",0
"MOWER,LAWN,POWER",0
"MOWER,LAWN,TRACTOR PROPELLED",0
"MRAP AMBULANCE,CABI",0
MSRXGKEXSTOVE      ,0
"MUFFLER,EXHAUST",0
MULE,0
MULTI - GAS DETECTOR,0
"MULTI-BENCH,GYMNAST",0
"MULTICOUPLER,UHF   ",0
MULTI-FUEL MOTORCYCLE,0
MULTIMEDIA COMPUTER,0
MULTIMETER,0
"MULTIMETER,DIGITAL ",0
MULTIMODE FIBER    ,0
MULTIPLEXER,0
MULTI-TERRAIN LOADER,0
"MULTI-TOOL,FOLDING,POCKET",0
MUSICAL INSTRUMENT PARTS AND ACCESSORIES,0
MUZZLE COMPENSATOR ,0
NAIL,0
NAIL SET,0
"NAILER,PNEUMATIC,PORTABLE",0
"NAILS, BOX",0
"NAILS, MACHINE KEYS, AND PINS",0
NALGENE WATER BOTTL,0
NALGENE WATER CUP  ,0
"NAPE PAD,HELMET    ",0
NAPE SPACER PAD SET,0
"NAPKIN,TABLE,PAPER",0
NASAL TRUMPET      ,0
NAVIGATION SET,0
"NAVIGATION SET,SATELLITE SIGNALS",0
"NAVIGATION SET,TACTICAL AIR NAVIGATION SYSTEM",0
NAVIGATIONAL INSTRUMENTS,0
NAVIGATIONAL INSTRUMENTS DEMIL A,0
"NAVIGATORE GPS,SPEC",0
NAVIGON IPAQ KIT C ,0
"NECK SEAL,ANTIEXPOSURE COVERALLS",0
"NECKLACE,PERSONNEL IDENTIFICATION TAG",0
"NEEDLE SET,INTRAOSSEOUS INJECTION",0
"NEEDLE,DECOMPRESSION DEVICE",0
"NEEDLE,SEWING MACHINE",0
"NEOPRENE HOOD,AIRCR",0
"NET KIT,CARGO RESTRAINT",0
"NET,CAMOUFLAGE,FIBER",2
"NET,CARGO TIE DOWN,AIRCRAFT",0
"NET,CARGO TIE-DOWN,AIRCRAFT PALLET",0
"NET,CARGO,AERIAL DELIVERY",0
"NET,DRAFT COVER",0
"NET,LAUNDRY",0
"NET,STOWAGE        ",0
"NET,UTILITY",0
"NETTING,CAMOUFLAGE,WIRE",2
NETWORK CABLE,0
NETWORK CABLE IN BOXES,0
NETWORK MANAGEMENT SYSTEM,0
NETWORK SERVER,0
"NICKEL CADMIUM (NICAD) BATTERIES, DRY",0
NIGHT SIGHT VISION ,0
"NIGHT SIGHT,PALM IR 250 DIGITAL",0
NIGHT STAND,0
"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",2
"Night Vision Equipment, Emitted and Reflected Radiation",2
NIGHT VISION GOGGLE,2
NIGHT VISION SIGHT,2
NIGHT VISION SIGHT ,2
NIGHT VISION SIGHT ASSEMBLY,2
NIGHT VISION SIGHT CREW SERVED WEAPONS,2
NIGHT VISION SIGHT INDIVIDUAL SERVED WEAPONS,2
"NIGHT VISION SIGHT,",2
NIGHT VISION SYSTEM,2
"NIGHT VISION SYSTEM,CAMERA(NVSC)",2
"NIGHT VISION SYSTEM,PUBLIC AFFAIRS",2
NIGHT VISON SIGHT  ,0
"NIPPERS,END CUTTING",0
"NITRILE GLOVES,SPEC",0
NON-BALLISTIC BODY SHIELD,2
NONELECTRICAL LIGHTING FIXTURES,0
NON-LETHAL WEAPONS CAPABILITIES SET,2
NON-LETHAL WEAPONS CAPABILITY SET,2
NOTEBOOK,0
NOTEBOOK COMPUTER,0
"NOTEBOOK,STENOGRAPHERS",0
NOZZLE ASSEMBLY    ,0
"NOZZLE ASSY,OIL    ",0
NOZZLE PROTECTIVE C,0
"NOZZLE,FIRE EXTINGUISHER",0
"NOZZLE,FUEL AND OIL SERVICING",0
"NOZZLE,FUEL INJECTION",0
"NOZZLE,IMPULSE CARTRIDGE CHAMBER",0
"NOZZLE,OIL BURNER,PRESSURE ATOMIZING",0
"NOZZLE,TURBINE,AIRCRAFT GAS TURBINE ENGINE",0
"NOZZLE,WINDSHIELD D",0
"NRP,ARGONAUT BOOM H",0
"NRP,GNS COLOR GPS,A",0
"NRP,HEADSET ASSEMBL",0
"NRP,KVM SWITCH,8-PO",0
"NRP,M4A1 UPPER RECE",0
"NUT ASSEMBLY,TUBE COUPLING",0
NUT EXTEND,0
"NUT RUNNER AND SCREWDRIVER,ELECTRIC",0
"NUT RUNNER AND SCREWDRIVER,PNEUMATIC",0
"NUT,MAST,TAIL ROTOR",0
"NUT,PLAIN,HEXAGON",0
"NUT,PLAIN,ROUND",0
"NUT,PLAIN,SQUARE",0
"NUT,SELF-LOCKING,HEXAGON",0
"NUT,SELF-LOCKING,PLATE",0
"NUT,TAIL ROTOR DRIVE",0
NUTDRIVER,0
NUTDRIVER SET,0
NVG MOUNT ADAPTER SHOES PVS7-14,0
NVG MOUNTING SYSTEM,0
"NVG,COUNTERWEIGHT  ",0
NVIS ANTENNA MOD KIT,0
OFFICE DEVICES AND ACCESSORIES,0
OFFICE FURNITURE,0
OFFICE FURNITURE LN,0
"OFFICE SUPPLIES, PRINTING",0
OHMMETER,0
OIL COOLER ASSEMBLY,0
"OIL GUN,PNEUMATIC",2
OIL PLUG           ,0
"OILER,HAND",0
ONE AND THREE HOLE UNIVERSAL INTERFACE,0
ONLY COMPLETE COMBAT/ASSAULT/TACTICAL WHEELED VEHICLES,3
"OPENER,CAN,MOUNTED",0
"OPENER,CAR DOOR    ",0
"OPENING TOOL,LATCH ",0
OPERATION TRAINING DEVICES,0
"OPERATOR KIT MODULAR 09,STCCC",0
OPTICAL INSTRUMENTS,0
OPTICAL MOUSE,0
"OPTICAL READER,DATA ENTRY",0
OPTICAL SIGHTING AND RANGING EQUIPMENT,0
OPTICS CABINET     ,0
OPTICS MODULE      ,0
OPTIPLEX 760MT WORK,0
OPTOELECTRONIC DEVICES AND HARDWARE,0
O-RING,0
OSCILLOSCOPE,0
OSCILLOSCOPE SUBASSEMBLY,0
OTOSCOPE AND OPHTHALMOSCOPE SET,0
OUTBOARD MOTOR,0
"OUTBOARD MOTOR,GASOLINE",0
"OUTERWEAR, MENS",0
"OUTERWEAR, MEN'S",0
OVEN,0
"OVEN,BAKING AND ROASTING,DECK",0
"OVEN,LABORATORY",0
"OVEN,MICROWAVE",0
OVERALLS FLYERS MENS CWU-104/P,0
"OVERALLS,COLD WEATHER",0
"OVERALLS,WET WEATHER",0
"OVERBOOT,LIGHTWEIGHT,CBRN",0
"OVERBOOT,MINE PROTECTIVE,BASIC",0
"OVERGARMENT,CHEMICA",0
OVERHEAD PROJECTOR,0
OVERHEAD PROJECTOR ,0
"OVERSHOES,MENS",0
"OVERSHOES,NUCLEAR,BIOLOGICAL AND CHEMICAL CONTAMINANTS PROTECTIVE",0
OVERVEST           ,2
"OXIMETER,PULSE",0
"OXIMETER,PULSE,FINGER WITH CASE",0
OXYGEN ACETYLENE KT,0
OXYGEN BAG         ,0
"PA SYSTEM AND SIREN ASSEMBLY,MRAP LIGHT KIT",0
"PACK ASSEMBLAGE,MEDICAL CORPSMAN,ASSULT",0
"PACK ASSEMBLY,PERSONNEL PARACHUTE,CHEST",0
"PACK,ADVANCED AIRWAY MANAGEMENT",0
"PACK,ASSAULT       ",2
"PACK,ASSAULT,MOLLE ",2
"PACK,ASSUALT       ",2
"PACK,FANNY         ",0
"PACK,FRAME,MOLLE   ",0
"PACK,ICE,COOLING VEST",0
